Name, Number of EQC, Average Size of EQC, Average Number of Edges, TMH, Comp, Avg Degree
AC-2014-41,2830.0,34.815193,0.0,0.0,0,0
AC-2014-42,13514.0,117.55017,0.0,0.0,0,0
AC-2014-43,13158.0,118.45607,0.0,0.0,0,0
AC-2014-44,13877.0,113.76392,0.0,0.0,0,0
AC-2014-45,12513.0,125.59682,0.0,0.0,0,0
AC-2014-46,12543.0,150.9048,0.0,0.0,0,0
AC-2014-47,12863.0,132.62769,0.0,0.0,0,0
AC-2014-48,13276.0,123.14462,0.0,0.0,0,0
AC-2014-49,12829.0,141.26955,0.0,0.0,0,0
AC-2014-50,13121.0,140.16096,0.0,0.0,0,0
AC-2014-0,12249.0,154.02972,0.0,0.0,0,0
AC-2014-1,12686.0,153.01529,0.0,0.0,0,0
AC-2014-2,74577.0,139.15227,12.18613,454405.03,0,0
AC-2014-3,12237.0,161.00441,0.0,0.0,0,0
AC-2014-4,54067.0,171.08719,12.902862,348813.47,0,0
AC-2014-5,68200.0,153.86194,11.358607,387333.1,0,0
AC-2014-6,12717.0,151.76654,0.0,0.0,0,0
AC-2014-7,71235.0,145.15097,12.289661,437728.75,0,0
AC-2014-8,9437.0,163.79071,0.0,0.0,0,0
AC-2014-9,74932.0,143.02832,12.333663,462098.28,0,0
AC-2014-10,70379.0,140.53441,12.213913,429805.38,0,0
AC-2014-11,9274.0,181.65613,0.0,0.0,0,0
AC-2014-12,72835.0,137.61015,12.178102,443498.5,0,0
AC-2014-13,69180.0,134.82011,9.810755,339356.97,0,0
AC-2014-14,65173.0,148.44221,12.207065,397787.5,0,0
AC-2014-15,70537.0,149.27658,12.18423,429722.72,0,0
AC-2014-16,69636.0,136.27243,9.589078,333875.03,0,0
AC-2014-17,58201.0,151.63354,10.739919,312540.3,0,0
AC-2014-18,61423.0,139.20262,10.559091,324288.5,0,0
AC-2014-19,63906.0,128.59286,9.628095,307650.1,0,0
AC-2014-20,69298.0,131.26302,10.265506,355691.38,0,0
AC-2014-21,72897.0,122.69903,10.626953,387342.6,0,0
AC-2014-22,0.0,0,0,0.0,0,0
AC-2014-23,69349.0,151.9935,11.380669,394623.22,0,0
AC-2014-24,69802.0,149.19576,12.431377,433869.94,0,0
AC-2014-25,72873.0,144.23654,12.415806,452392.1,0,0
AC-2014-26,69776.0,151.31003,11.6085615,405002.94,0,0
AC-2014-27,71341.0,147.12799,12.151203,433441.8,0,0
AC-2014-28,69869.0,155.92215,11.43563,399501.1,0,0
AC-2014-29,67645.0,140.84468,12.133195,410379.75,0,0
AC-2014-30,61443.0,164.27673,11.627541,357219.1,0,0
AC-2014-31,6121.0,56.870445,121.71867,372522.4,0,0
AC-2014-32,11843.0,129.29283,0.0,0.0,0,0
AC-2014-33,13659.0,112.97218,0.0,0.0,0,0
AC-2014-34,13148.0,131.20193,0.0,0.0,0,0
AC-2014-35,13405.0,114.67952,0.0,0.0,0,0
AC-2014-36,12724.0,118.9809,0.0,0.0,0,0
AC-2014-37,11982.0,156.09348,0.0,0.0,0,0
AC-2014-38,3972.0,44.203674,0.0,0.0,0,0
AC-2014-39,12542.0,131.53795,0.0,0.0,0,0
AC-2014-40,13472.0,123.16568,0.0,0.0,0,0
AC-2014-41,2830.0,34.815193,0.0,0.0,0,0
AC-2014-42,13514.0,117.55017,0.0,0.0,0,0
AC-2014-43,13158.0,118.45607,0.0,0.0,0,0
AC-2014-44,13877.0,113.76392,0.0,0.0,0,0
AC-2014-45,12513.0,125.59682,0.0,0.0,0,0
AC-2014-46,12543.0,150.9048,0.0,0.0,0,0
AC-2014-47,12863.0,132.62769,0.0,0.0,0,0
AC-2014-48,13276.0,123.14462,0.0,0.0,0,0
AC-2014-49,12829.0,141.26955,0.0,0.0,0,0
AC-2014-50,13121.0,140.16096,0.0,0.0,0,0
